gene_name,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_1,dynamic_2,dynamic_3,dynamic_4
TAF7L,0,0,0,0,0,0,12,15
DRP2,0,0,0,0,0,28,1,0
CENPI,4151,1924,5140,2819,3500,4306,5348,4565
TRNAG-CCC_237,0,0,0,0,0,0,0,0
TMEM35A,74,147,81,85,233,5,84,151
TRMT2B,136,34,235,39,159,141,101,130
ARL13A,235,87,798,13,77,144,170,586
XKRX,27,13,50,25,0,127,10,61
TRNAE-UUC_141,0,0,0,0,0,0,0,0
TRNAW-CCA_158,0,0,0,0,0,0,0,0
NOX1,0,1,1,0,0,6,6,12
TRNAE-UUC_142,0,0,0,0,0,0,0,0
CSTF2,4177,2225,5973,1846,2654,6753,4159,5828
SYTL4,171,64,259,1,2,331,201,137
LOC132344272,258,21,1389,40,2,138,253,702
LOC112445101,576,5,2016,7,3,210,542,706
LOC132344273,888,5,1944,23,188,600,1499,696
LOC104976327,32,0,50,0,0,4,8,36
LOC112445057,1,0,6,0,0,1,0,0
LOC101904765,427,21,1114,59,49,223,525,635
BEX3,256,22,658,120,32,117,287,774
TCEAL9,868,119,1027,216,2,568,564,1684
TCEAL7,0,0,0,0,0,0,0,0
LOC768028,170,40,801,56,32,288,251,701
LOC104970008,123,13,145,42,23,96,94,135
MIR4286-2,0,0,0,0,0,0,0,0
LOC104970007,2,2,7,1,1,1,1,3
TCEAL8,2667,1055,3160,1490,1076,2937,2845,2859
TRNAE-UUC_143,0,0,0,0,0,0,0,0
BEX4,90,19,506,57,21,350,181,475
TRNAE-UUC_144,0,0,0,0,0,0,0,0
LOC132342093,2,31,1,0,3,1,2,36
LOC112445063,1,0,0,0,0,0,0,2
LOC786258,5,8,4,6,9,4,9,4
LOC132344274,0,0,3,2,12,0,1,4
TCEAL4,214,135,390,178,374,442,360,200
LOC101902451,0,19,0,0,0,0,0,0
TCEAL1,20,18,33,36,115,74,20,96
MORF4L2,9935,6379,12670,4962,7249,18686,11568,13948
LOC101901997,0,0,0,0,0,0,0,0
GLRA4,0,0,0,0,0,0,0,0
PLP1,0,0,0,0,0,0,0,0
RAB9B,0,0,0,0,0,0,0,2
TMSB15B,329,106,711,79,156,287,220,751
LOC112445291,0,0,0,0,0,0,0,0
LOC523458,0,0,1,0,0,0,0,37
SLC25A53,27,0,9,0,0,4,0,0
ZCCHC18,0,9,0,0,0,0,0,0
FAM199X,27,18,94,15,18,16,12,34
LOC112445061,0,0,0,0,0,0,0,0
ESX1,0,3,0,0,0,0,0,5
IL1RAPL2,29,35,83,4,59,13,63,179
TEX13A,45,24,224,0,0,9,73,371
NRK,0,0,14,0,0,23,1,0
SERPINA7,0,0,0,0,0,0,0,7
LOC112445172,0,0,13,0,0,0,0,0
PWWP3B,0,0,0,0,0,0,0,0
LOC112445133,4,0,4,0,0,1,0,8
RADX,36,26,178,39,0,20,89,480
RNF128,379,169,245,128,319,217,278,1015
TBC1D8B,169,96,162,79,65,77,78,492
RIPPLY1,0,0,0,0,0,0,0,0
CLDN2,0,0,0,0,0,0,0,0
MORC4,276,171,533,165,197,309,172,466
RBM41,284,53,413,110,54,264,282,314
NUP62CL,12,2,86,0,73,10,0,87
DNAAF6,0,0,0,0,0,0,0,0
MIR2285CP,0,0,0,0,0,0,0,0
LOC132344339,0,0,0,0,0,0,0,0
FRMPD3,0,0,3,0,0,0,0,0
PRPS1,5734,2745,5207,2879,3340,2622,4022,6850
TRNAW-CCA_159,4,0,0,2,1,2,3,0
TSC22D3,18,30,63,11,0,59,31,66
NCBP2L,0,0,0,0,0,0,0,0
MID2,34,60,290,64,56,36,105,67
TEX13B,1,18,45,27,49,19,39,56
LOC132344280,10,0,0,23,0,12,0,0
VSIG1,0,0,0,0,0,0,0,0
PSMD10,4089,2033,4892,2032,2906,5066,4299,3647
MIR2284E,0,0,0,0,0,0,0,0
ATG4A,143,86,226,89,118,453,238,246
COL4A6,11,38,52,0,0,14,75,55
LOC112445233,0,0,0,0,0,0,0,0
TRNAW-CCA_160,0,0,0,0,0,0,0,1
TRNAG-ACC_10,0,0,0,0,0,0,0,0
COL4A5,19,118,149,9,1,217,33,291
LOC112445307,0,0,0,0,0,0,0,0
LOC112445280,0,0,0,0,0,0,0,0
IRS4,0,0,0,0,0,11,0,1
GUCY2F,0,0,0,0,0,0,0,78
LOC787129,0,0,0,0,0,0,0,0
NXT2,1538,809,1853,591,660,1383,1444,2761
KCNE5,1,0,29,0,0,7,0,4
ACSL4,7078,3720,4434,4953,4846,6354,11450,9567
LOC781022,962,817,1561,185,323,331,299,202
LOC112445128,0,0,0,0,0,0,0,0
TMEM164,2046,471,1601,695,1196,888,1947,2418
MIR652,0,0,0,0,0,0,0,0
AMMECR1,155,78,142,29,30,153,48,320
LOC132344282,0,0,9,0,0,0,0,2
RTL9,0,0,49,0,0,13,0,31
CHRDL1,0,0,17,0,0,0,0,1
LOC132344283,0,0,0,0,0,0,0,0
PAK3,3,0,27,1,0,55,16,5
CAPN6,365,35,225,174,170,586,945,703
DCX,11,0,4,2,1,59,0,5
LOC112445263,0,0,0,0,0,0,0,0
SERTM2,0,0,0,0,0,0,0,0
LOC107132045,893,492,1241,341,534,944,707,1928
ALG13,32,13,43,1,4,0,49,41
TRPC5,4,0,3,0,0,38,25,8
TRPC5OS,0,0,0,0,0,0,1,0
RTL4,0,1,0,0,0,0,16,0
LHFPL1,0,0,0,0,0,0,0,0
LOC132344287,3,1,27,1,0,18,7,3
AMOT,1952,1122,3828,1151,1538,3287,2492,3913
LOC132344276,0,0,0,0,0,0,0,0
MIR2285BN,0,0,0,0,0,0,0,0
TRNAC-ACA_236,0,0,0,0,0,0,0,0
LOC112445256,0,0,0,0,0,0,0,0
MIR764,0,0,0,0,0,0,0,0
MIR1264,0,0,0,0,0,0,0,0
LOC112445224,0,0,0,0,0,0,0,0
MIR1298,0,0,0,0,0,0,0,0
HTR2C,0,0,0,0,0,0,0,0
MIR1911,0,0,0,0,0,0,0,0
MIR448,0,0,0,0,0,0,0,0
LOC534630,369,143,407,116,297,396,328,422
TRNAE-UUC_145,7,4,3,4,2,13,3,9
LOC132344340,0,0,0,0,0,0,0,0
IL13RA2,0,0,0,0,0,0,0,0
LRCH2,41,11,63,2,1,17,24,61
LOC112445257,0,0,0,0,0,0,0,0
LOC132344290,8,0,19,3,0,2,0,23
PLS3,318,252,539,219,334,410,79,892
LOC101906457,8,1,93,0,0,7,4,18
LOC132344298,0,0,0,0,0,0,23,0
DACH2,0,0,0,0,0,0,0,5
LOC112445234,0,0,0,0,0,0,0,0
LOC112445293,0,0,0,0,0,0,0,0
LOC132344341,0,0,0,0,0,0,8,9
TRNAS-GGA_116,0,0,0,0,0,0,0,0
CHM,198,174,325,124,205,590,462,383
MIR361,0,0,0,0,0,0,0,0
LOC132344300,0,0,0,0,0,0,0,0
LOC786015,3,1,0,0,1,0,0,0
POF1B,307,259,320,124,487,623,428,787
ZNF711,11,48,52,25,0,92,5,461
TRNAC-ACA_237,0,0,0,0,0,0,0,0
APOOL,821,436,643,373,749,632,895,887
SATL1,0,0,0,2,0,4,0,6
LOC101903477,0,10,14,0,0,0,0,0
HDX,9,6,42,0,0,4,15,41
LOC112445304,0,0,0,0,0,0,0,0
LOC112445286,0,0,0,0,0,0,1,0
RPS6KA6,67,41,144,90,61,87,79,139
LOC132344302,387,154,631,93,199,187,243,615
CYLC1,22,0,32,0,0,0,14,55
TRNAW-CCA_161,0,0,3,0,0,0,8,0
POU3F4,11,0,0,0,0,0,0,0
LOC107132043,1,0,1,0,1,1,1,0
LOC518911,5,0,7,0,0,0,1,6
LOC101906009,0,7,0,0,0,2,0,1
SH3BGRL,979,446,720,636,842,270,1161,564
HMGN5,89,16,214,35,39,160,173,274
BRWD3,270,100,393,79,83,264,207,641
TRNAG-CCC_238,0,0,0,0,0,0,0,0
LOC112445295,0,0,0,0,0,0,0,0
TENT5D,0,0,0,0,0,1,0,0
TBX22,0,3,14,0,0,13,0,44
ITM2A,0,0,0,0,0,0,0,0
GPR174,3,0,0,0,0,0,0,0
LOC101904690,2,3,16,1,0,1,3,0
P2RY10,0,0,0,0,0,0,0,0
TRNAC-GCA_235,0,0,0,0,0,0,0,0
LPAR4,0,0,0,0,0,0,0,0
RTL3,0,0,0,0,0,0,0,0
LOC100336369,1,2,0,0,0,2,2,5
CYSLTR1,0,0,0,0,0,0,0,0
TRNAC-GCA_236,0,0,0,0,0,0,0,0
LOC781736,0,0,0,0,0,0,0,0
LOC132344305,0,0,0,0,0,0,1,0
LOC519208,0,0,0,0,0,0,0,0
TAF9B,98,84,48,53,34,55,133,112
PGK1,8871,8850,9513,7504,12334,11456,10289,13301
ATP7A,222,82,233,127,81,535,107,467
COX7B,3881,2003,3648,1923,3177,2434,4694,4945
MAGT1,5430,2928,3793,2940,3601,8594,6324,5179
TRNAW-CCA_162,0,0,0,0,0,0,0,0
ATRX,3336,1902,4208,2564,2034,3332,3581,5294
FGF16,0,0,0,0,0,6,8,14
TRNAW-CCA_163,0,0,0,0,0,0,0,0
LOC112445212,0,0,0,0,0,0,0,0
LOC614207,55,60,79,71,56,63,50,57
PBDC1,3610,2802,3007,2356,3632,2451,3026,2877
MAGEE2,42,45,59,1,67,0,0,61
LOC132344308,0,0,0,1,4,0,1,0
ZDHHC15,0,1,1,0,19,0,0,12
UPRT,1620,1272,2029,810,1172,2989,1895,2889
ABCB7,1468,901,1136,960,1122,1256,1995,1244
LOC783300,32,4,1,1,2,0,0,17
NEXMIF,0,0,29,8,0,0,18,0
LOC112445302,0,0,0,0,0,0,0,0
RLIM,1366,1179,1508,1018,1350,2475,1609,1898
SLC16A2,725,1663,1202,1234,2674,2062,1740,884
ZCCHC13,12,12,26,13,0,10,8,6
LOC104970537,509,628,812,453,874,239,673,345
MIR374A,0,0,0,0,0,0,0,0
MIR374C,0,0,0,0,0,0,0,0
MIR545,0,0,0,2,0,0,0,0
MIR374B,0,0,0,0,0,0,0,0
MIR421,0,0,0,0,0,0,0,0
LOC112445193,180,141,231,123,110,298,224,230
XIST,1304,69,1711,78,0,1193,1325,838
CHIC1,0,0,23,0,0,0,0,20
CDX4,0,2,2,1,0,0,0,0
MGC140080,0,0,0,0,0,0,0,0
LOC112445146,0,0,0,0,0,0,0,0
LOC521086,0,15,11,5,14,0,0,21
LOC784438,0,0,0,0,35,0,0,0
PHKA1,596,715,572,476,827,482,1012,1206
HDAC8,7712,3979,4314,4112,7461,2798,8746,5889
LOC112445310,0,0,0,0,0,0,0,0
TRNAW-CCA_164,0,0,0,0,0,0,0,0
CITED1,1034,252,1833,450,510,1080,546,1682
RPS4X,14464,7262,16293,8458,16132,16925,18451,11460
ERCC6L,2828,1686,2230,2172,2039,1954,3050,2676
PIN4,918,357,1664,368,558,1084,1285,1563
NHSL2,0,0,24,0,0,76,3,0
LOC132344311,0,0,0,0,0,10,2,0
RTL5,17,3,88,7,0,39,0,115
CXCR3,0,0,0,0,0,0,0,0
GCNA,86,36,230,79,156,105,67,558
OGT,3400,1330,2199,1348,1596,1991,2020,3613
TAF1,1289,1018,1484,891,754,2011,1675,2018
TRNAS-GGA_117,0,0,0,0,0,0,0,0
RHOG2,451,158,428,107,154,403,535,614
LOC112445230,0,0,0,1,0,1,0,0
ITGB1BP2,91,26,0,53,5,15,12,41
NONO,18089,9961,12693,8214,13849,11775,15855,15944
ZMYM3,1008,583,1300,569,1432,537,942,1828
GJB1,4,7,1,0,27,2,6,10
TRNAC-ACA_238,0,0,0,0,0,0,0,0
LOC540405,0,0,0,0,0,0,1,1
NLGN3,15,0,18,0,3,25,6,57
MED12,550,394,576,371,825,419,503,791
IL2RG,155,18,259,30,33,114,14,385
CXHXorf65,0,0,0,0,0,0,0,0
FOXO4,58,48,20,6,24,2,6,23
SNX12,588,301,648,190,301,496,489,520
LOC132344312,5,1,11,0,0,1,1,0
TRNAC-ACA_239,0,0,2,0,0,0,5,2
SLC7A3,0,0,88,0,0,0,0,156
TEX11,301,186,1359,20,70,133,1087,1603
TRNAC-ACA_240,0,0,0,0,0,0,0,0
LOC112445260,0,0,0,0,0,0,0,0
LOC112445251,0,0,0,0,0,0,0,0
LOC112445252,0,0,0,0,0,0,0,0
DLG3,2452,1884,2377,1789,2722,2134,3228,3358
LOC101904691,0,3,0,0,0,2,0,0
GDPD2,2190,1241,2021,1517,2071,766,1747,1937
KIF4A,4132,2633,3596,2152,2378,2637,3572,4340
PDZD11,6046,2605,5432,3436,4465,6347,7280,5180
ARR3,26,1,0,4,0,1,17,20
P2RY4,0,0,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0,0,0
DGAT2L6,4,0,0,0,40,0,20,0
IGBP1,927,1167,2085,768,1053,3239,1811,1968
OTUD6A,36,2,148,0,77,85,12,60
AWAT2,17,0,0,0,0,0,0,14
EDA,162,182,64,91,271,30,253,343
NALF2,1,2,15,4,16,0,5,5
PJA1,187,312,683,258,501,817,374,1218
EFNB1,8,44,92,5,6,55,53,43
STARD8,193,275,462,184,254,388,33,440
YIPF6,1959,919,1894,801,1584,3015,2615,2407
LOC112445300,0,0,0,0,0,0,0,0
OPHN1,73,17,29,17,36,32,75,87
TRNAF-GAA_33,0,0,0,0,0,0,0,0
AR,0,0,0,0,0,0,0,0
EDA2R,0,0,0,0,0,0,0,0
LOC112445065,177,16,779,2,3,116,51,3564
TRNAC-GCA_237,0,0,0,0,0,0,0,0
TRNAC-GCA_238,0,0,0,0,0,0,0,0
CHST7,3,19,0,12,0,0,0,53
SLC9A7,17,38,0,18,0,0,0,0
RP2,300,207,334,301,162,695,405,463
LOC100140878,0,0,0,0,0,0,0,0
JADE3,398,490,935,330,323,898,625,1001
RGN,0,1,22,0,0,0,14,0
TRNAE-UUC_146,0,0,0,0,0,0,0,0
NDUFB11,6108,3371,6997,3688,5501,6291,9556,6623
RBM10,792,535,1453,461,930,660,782,1422
UBA1,11559,7093,11467,5810,8291,12203,14632,15054
CDK16,2601,1671,3392,1215,1980,894,1323,3433
USP11,2155,2462,2865,2446,4851,3103,2997,3542
ZNF157,0,0,2,5,0,0,0,71
ZNF41,0,0,1,0,0,8,2,12
ARAF,3015,1417,3556,1666,1155,3396,4500,5368
SYN1,358,371,719,194,150,511,335,1228
TIMP1,7101,6881,9849,5998,9644,15133,19255,13860
LOC132344315,269,326,362,638,1161,658,723,432
CFP,3,19,1,8,69,8,0,34
ELK1,577,420,577,318,458,495,316,601
UXT,633,444,1259,419,1054,1196,1331,1185
CSNK1B,180,137,424,131,180,610,450,396
LOC100138998,0,12,47,3,0,117,1,104
LOC132344347,0,0,1,0,0,0,0,0
ZNF81,39,10,27,8,29,78,7,81
LOC112445303,0,0,0,0,0,0,0,0
ZNF182,197,189,290,89,355,237,193,540
SPACA5,0,0,0,0,0,0,0,0
LOC100847469,0,3,6,0,0,0,0,5
SSX5,1,25,26,5,32,0,15,36
SLC38A5,11,0,84,96,1,13,21,226
FTSJ1,2183,1681,2464,1692,2355,2259,2642,3338
PORCN,1826,705,2147,917,1701,760,1722,3013
EBP,3665,3293,4235,3007,7202,6220,8315,7210
TBC1D25,107,60,91,21,15,58,43,179
RBM3,1634,1287,1554,1148,1417,2552,2136,1938
WDR13,678,488,674,465,908,1359,919,993
LOC112445308,4,0,6,1,0,1,1,2
TRNAE-UUC_147,0,0,0,0,0,0,0,0
WAS,0,0,0,0,0,0,0,0
SUV39H1,486,584,666,359,648,572,1001,921
LOC104968671,894,8,1011,214,558,744,644,693
LOC100140342,0,0,0,0,0,0,0,0
GLOD5,4,2,0,2,13,0,5,0
GATA1,0,1,0,0,0,0,0,0
HDAC6,4336,1898,4692,2451,4535,2349,6825,3859
ERAS,113,69,99,20,3,44,89,93
PCSK1N,102,19,78,45,21,3,10,162
LOC132344281,0,0,0,1,0,1,1,0
TIMM17B,6578,3273,6078,3475,6421,6534,9850,6596
PQBP1,122,52,129,48,108,89,94,131
LOC132344317,8,3,13,1,0,1,4,10
SLC35A2,2633,1063,1676,1150,1166,2067,3318,2744
PIM2,625,215,996,218,194,296,636,2050
OTUD5,1597,865,2787,668,924,1652,1059,3000
KCND1,162,132,226,121,190,293,281,293
GRIPAP1,514,197,553,180,281,637,384,630
TFE3,332,181,550,220,303,582,317,577
LOC112445244,10,0,7,7,0,23,5,0
CCDC120,406,149,391,255,405,415,454,740
PRAF2,371,318,481,265,640,312,366,569
WDR45,6710,2839,6343,3505,5297,5675,5930,6698
LOC522428,0,3,0,0,0,0,2,2
GPKOW,4220,2133,5302,2568,3874,3698,4729,4852
LOC101906207,41,3,73,9,12,40,67,60
MIR2486,0,0,0,0,0,3,0,0
MAGIX,331,13,203,17,20,230,269,160
PLP2,2454,954,3888,849,1795,5392,2937,4402
PRICKLE3,1325,508,1600,481,833,1311,905,2119
SYP,5,0,0,0,0,0,1,0
CACNA1F,0,0,0,0,0,0,8,81
CCDC22,2420,1388,2959,958,1660,3056,2941,3128
FOXP3,3,3,8,13,0,11,19,5
PPP1R3F,19,17,7,3,5,14,0,12
LOC100848555,1231,737,426,57,210,212,165,595
PAGE4,276,170,1030,75,174,2132,607,1616
USP27X,21,15,30,5,15,3,5,26
CLCN5,3743,1824,2033,1674,2554,1484,3514,2618
MIR532,0,0,0,0,0,0,0,0
MIR188,0,0,0,0,0,0,0,0
MIR502A-2,0,0,0,0,0,0,0,0
MIR502B,0,0,0,0,0,0,0,0
MIR362,0,0,0,0,0,0,0,0
MIR500,0,0,0,0,0,0,0,0
MIR660,0,0,0,0,0,0,0,0
MIR502A-1,0,0,0,0,0,0,0,0
TRNAS-GGA_118,0,0,3,0,0,0,0,0
AKAP4,0,0,0,0,0,0,0,0
CCNB3,806,444,485,409,607,364,716,651
DGKK,0,0,0,0,0,0,0,0
TRNAC-ACA_241,0,0,0,0,0,0,0,0
LOC132344348,0,0,0,0,0,0,0,0
LOC132344318,0,0,0,0,0,0,0,0
LOC132344349,0,0,0,0,0,0,0,0
LOC107132069,0,0,0,0,0,0,0,0
SHROOM4,0,4,26,0,0,0,2,3
LOC112445231,0,0,0,0,0,0,0,0
TRNAG-UCC_154,0,0,0,0,0,0,0,0
BMP15,0,0,3,1,0,0,0,38
NUDT10,68,41,96,19,0,55,53,211
EZHIP,89,250,282,14,0,124,27,501
NUDT11,16,7,33,3,1,4,0,44
LOC132344285,0,0,0,0,0,0,0,0
LOC112445076,6,7,0,1,3,3,7,3
GSPT2,214,135,159,125,84,162,89,330
LOC615663,0,0,4,0,0,0,2,0
TRNAS-GGA_119,0,0,0,0,0,0,0,0
MAGED1,2099,2286,3065,1622,2308,3807,2391,4365
MAGED4B,3,2,13,0,0,0,0,8
LOC112445262,0,0,0,0,0,0,0,0
LOC112445144,1,0,6,0,0,0,0,15
LOC112445264,0,0,0,0,0,0,0,0
LOC112445267,0,0,0,0,0,0,0,0
LOC112445044,0,0,0,0,0,0,0,0
LOC112445265,0,0,0,0,0,0,0,0
LOC104970547,0,0,0,0,0,0,0,0
LOC100297099,140,57,206,35,23,158,94,304
LOC100297779,1010,607,1443,162,377,355,839,2494
LOC112445200,1,0,0,0,0,0,0,0
LOC132344319,0,0,0,0,0,0,0,0
LOC104976379,2,0,2,0,1,0,4,4
LOC112441509,460,35,921,149,95,229,598,1306
LOC101907749,3,0,9,1,0,2,0,45
LOC112445199,0,0,0,0,0,10,0,0
LOC104968724,4,0,0,0,0,0,0,0
LOC112445092,0,0,0,0,0,0,0,0
LOC101909003,29,2,19,0,47,2,14,28
LOC112445040,0,0,0,0,0,0,0,0
GPR173,0,3,89,30,0,0,0,0
TSPYL2,305,220,346,146,552,383,318,984
KANTR,74,70,88,23,25,59,35,111
LOC132344320,39,21,118,38,51,80,117,105
KDM5C,5812,3187,7824,2910,4363,4519,5042,9125
IQSEC2,5,3,14,6,0,0,5,23
SMC1A,5354,3092,3770,2035,2839,4215,6112,5793
RIBC1,5,4,0,1,0,35,17,0
HSD17B10,7832,4406,12229,5638,12028,7167,11550,10709
LOC132344321,0,4,1,4,4,3,9,7
LOC107132071,45,52,26,9,117,31,57,30
HUWE1,3498,2679,4036,1973,4014,4606,3664,3829
MIR98,0,0,0,0,0,0,1,0
MIRLET7F-2,0,0,0,0,0,0,0,0
PHF8,757,410,453,257,367,541,568,680
LOC112445232,0,0,0,0,0,0,0,0
FAM120C,441,335,542,226,187,607,608,683
LOC132344323,0,1,4,0,0,1,0,0
WNK3,76,59,51,89,181,49,123,323
LOC112445247,0,0,0,0,0,0,0,0
TSR2,4588,2203,4670,2210,3579,3275,4230,5177
FGD1,36,68,110,73,51,9,71,171
LOC781001,31,26,25,3,4,1,9,25
GNL3L,6936,2770,6531,2830,5450,4992,9342,6305
LOC101907518,6,0,0,0,0,0,0,3
ITIH6,0,0,0,0,0,0,0,0
MAGED2,265,436,2643,344,1291,1822,745,3174
LOC112445261,1,3,4,0,0,0,0,0
TRO,0,0,15,0,0,17,34,5
LOC112445266,0,0,0,0,0,4,0,0
PFKFB1,0,0,0,0,0,0,0,0
APEX2,2388,1241,2806,1117,831,1340,2783,3962
ALAS2,357,139,583,148,198,4234,1320,2180
LOC132344324,1,0,0,0,0,0,0,0
MAGEH1,382,164,319,147,325,403,444,798
FOXR2,0,0,22,0,0,0,0,29
RRAGB,155,81,130,102,88,90,202,421
KLF8,36,24,59,17,31,16,48,48
TRNAE-UUC_148,0,0,0,0,0,0,0,0
LOC112445309,0,0,0,0,0,0,0,0
UBQLN2,1891,732,2319,846,743,1283,1735,2813
LOC101904366,99,95,112,78,72,249,39,131
NBDY,2006,814,1799,805,761,797,1361,3018
SPIN3,6,28,0,0,0,0,0,182
SPIN2,165,57,239,23,57,148,83,364
LOC100126054,386,219,686,160,100,39,223,826
LOC524601,50,17,168,8,0,50,16,298
LOC132344325,0,0,0,0,0,0,0,3
HEPH,6,1,0,16,0,5,0,149
VSIG4,49,8,2,12,1,25,2,3
LOC132344326,0,0,0,0,0,0,0,0
MIR223,0,0,0,0,0,0,0,0
MSN,47959,15856,50700,21895,36467,65008,62853,48027
LAS1L,7681,5932,8579,4864,7493,9238,10846,8037
ZC3H12B,12,0,0,0,0,0,0,0
ZC4H2,167,55,98,91,84,184,227,192
MTMR8,334,118,417,151,162,338,334,721
TRNAS-GGA_120,0,0,0,0,0,0,0,0
LOC112445238,0,0,0,0,0,0,0,0
LOC112445190,5,3,2,0,10,0,0,0
ASB12,0,4,9,0,1,18,32,0
AMER1,112,52,130,51,20,74,53,217
ARHGEF9,174,74,38,82,2,18,64,398
MIR1468,0,0,0,0,0,0,0,0
LOC132344327,0,0,0,0,0,0,0,0
SPIN4,0,0,0,0,0,0,0,0
LOC101906359,0,0,0,0,0,0,0,0
LOC510362,30,68,151,28,86,165,90,97
ZXDB,71,15,20,37,6,62,27,67
ZNF674,257,60,257,141,78,207,260,231
LOC112445098,0,0,0,0,0,0,0,0
LOC112445312,0,0,0,0,0,0,0,0
LOC132344329,14,0,22,1,12,5,0,0
MIR222,0,0,0,0,0,0,0,0
MIR221,3,0,0,0,0,0,1,0
LOC132344330,0,0,0,0,0,0,0,0
LOC112445108,0,0,0,0,0,0,0,0
DIPK2B,0,0,0,0,0,0,0,0
KDM6A,1537,766,1891,591,1521,1403,1097,2310
DUSP21,148,128,644,62,310,272,193,673
LOC100296832,0,0,0,2,1,0,1,0
TRNAC-GCA_239,0,0,0,0,0,0,0,0
TRNAG-CCC_239,0,0,0,0,0,0,0,0
FUNDC1,2344,1033,2358,905,1255,2390,2738,3629
TRNAG-CCC_240,0,0,0,0,0,0,0,0
EFHC2,12,0,30,18,0,0,47,79
LOC100849486,31,39,36,2,0,16,64,226
NDP,0,0,0,0,0,0,0,0
TRNAG-CCC_241,0,0,0,0,0,0,0,0
MAOB,150,86,190,51,145,235,178,427
MAOA,0,0,21,2,0,1,14,84
LOC107132076,0,0,0,0,0,0,0,0
PPP1R2C,9,0,81,0,0,0,0,111
LOC112445235,0,0,0,0,0,0,0,0
TRNAK-UUU_49,0,0,0,0,0,0,0,0
CASK,1178,779,4466,458,1092,2494,1939,3402
GPR82,0,0,0,0,2,0,0,0
GPR34,285,93,179,42,6,242,206,367
TRNAG-UCC_155,0,0,0,0,0,0,0,1
NYX,12,0,0,0,0,0,0,0
DDX3X,16814,14876,13979,11729,13720,18787,17952,22142
TRNAG-CCC_242,0,0,0,0,0,0,0,0
USP9X,3387,2897,4076,2303,2342,3336,3007,5422
TRNAC-GCA_240,0,0,0,0,0,0,0,0
MED14,1809,1280,1338,1027,1069,1117,1058,1835
TRNAE-UUC_149,0,0,0,0,0,0,0,0
CXHXorf38,199,135,214,133,297,677,348,360
MPC1L,16,6,78,7,0,32,5,44
ATP6AP2,9726,7092,7134,3876,6143,11259,11478,11682
LOC132344332,2,3,1,2,0,11,0,13
LOC132344333,0,0,0,0,0,16,0,0
LOC101905248,0,0,0,0,0,2,0,0
LOC132344335,0,0,0,0,0,0,0,0
BCOR,1951,1613,2021,1817,1977,652,1673,2967
LOC132344334,0,27,7,2,0,5,2,13
LOC101905296,0,0,0,0,0,0,0,0
LOC132344336,7,0,16,0,0,3,33,36
MID1IP1,244,164,1692,138,204,333,1569,658
MIR2488,0,0,0,0,0,0,0,0
TSPAN7,23,119,89,12,50,60,34,79
TRNAR-GCG_21,0,0,0,0,0,0,0,0
LOC107132075,0,19,37,0,0,0,0,5
OTC,0,15,69,0,0,16,29,35
RPGR,509,228,777,280,206,531,622,1153
SRPX,624,1,417,10,0,87,344,283
LOC112445037,49,3,86,0,45,0,0,15
SYTL5,1,0,0,0,0,0,0,6
H2AL3,0,0,0,0,0,0,0,0
LOC112445292,0,0,0,0,0,0,0,0
DYNLT3,488,287,658,268,195,728,768,752
CYBB,97,38,45,43,46,14,5,22
LOC107132077,0,0,0,0,0,0,0,7
TRNAG-CCC_243,0,0,0,0,0,0,3,0
XK,583,372,892,245,150,135,168,794
SMIM30,1,1,0,0,0,0,0,0
LANCL3,0,2,9,1,0,0,0,37
LOC100300003,0,0,0,0,0,0,0,0
LOC100300042,0,0,0,0,0,0,0,0
PRRG1,25,29,37,11,93,0,45,150
LOC132344338,11,0,19,0,0,0,7,28
LOC112445020,17,0,41,0,0,53,0,56
LOC101905830,72,11,281,7,10,95,44,264
LOC101907711,0,0,28,4,0,46,2,0
TRNAG-CCC_244,0,0,2,0,0,0,0,0
H2AL1Q,0,0,0,0,0,0,0,0
LOC539382,15,0,77,3,0,9,15,193
LOC112445215,0,0,0,0,0,0,0,0
CFAP47,0,0,0,0,0,0,0,0
LOC132344293,3,1,1,8,4,4,2,2
LOC532367,395,20,1243,75,42,680,326,1326
MAGEB16,184,27,678,87,0,53,185,1586
LOC112445021,0,0,0,0,0,0,0,0
TRNAH-AUG_10,0,0,0,0,0,0,0,0
LOC101902100,30,20,2,1,28,10,0,11
LOC101906228,0,0,0,0,0,1,0,0
LOC104970580,0,0,0,0,0,0,0,0
TMEM47,16,110,312,75,26,364,64,493
LOC785287,0,0,0,0,0,0,0,0
LOC532022,0,0,0,0,0,0,0,0
LOC100847359,0,0,0,0,0,0,0,0
DMD,142,61,303,5,68,214,201,213
LOC521092,0,0,0,0,0,0,0,0
LOC101904074,0,0,18,0,0,5,0,36
LOC112445022,0,0,0,0,0,0,0,0
MIR12006,0,0,0,0,0,0,0,0
TAB3,521,260,579,189,335,810,417,801
GK,2161,877,1901,978,1668,1876,1425,2728
TASL,0,0,0,0,0,0,0,0
LOC112445239,0,0,0,0,0,0,0,0
TRNAG-UCC_156,0,0,0,0,0,0,0,0
NR0B1,0,0,0,0,0,0,6,0
MAGEB1,85,2,582,33,1,289,35,1241
LOC781486,462,110,2249,87,1,291,349,1424
LOC509870,0,0,0,0,0,0,0,0
LOC526966,386,84,2188,3,617,1428,288,1945
LOC132344357,0,0,0,0,0,0,0,0
